,predicted_labels,true_labels
116320,4,26
94814,4,19
95728,1,20
40305,4,4
91580,4,16
61466,4,7
77220,1,10
2113,4,0
54274,4,4
114780,4,26
71392,1,9
86454,4,13
123178,4,29
41565,4,4
59551,25,6
122135,4,29
20743,4,3
2756,4,0
89734,4,15
120102,4,28
88499,4,15
65751,1,8
52339,4,4
26526,4,4
30916,4,4
113524,25,25
107939,25,25
118993,4,27
96177,11,20
65685,4,8
64137,4,7
103883,4,23
52146,4,4
39884,4,4
21064,4,3
50547,4,4
109717,4,25
54952,4,5
104451,4,23
93500,4,18
97479,4,20
42982,4,4
27294,4,4
31871,4,4
17313,4,2
30259,4,4
97879,4,20
17819,4,2
105477,4,23
7977,1,1
74719,10,10
48761,4,4
47025,4,4
84324,4,13
78630,4,11
119770,4,28
76151,1,10
63298,4,7
72179,1,9
79458,4,11
95396,1,19
94965,4,19
110852,4,25
35809,4,4
49807,4,4
20404,4,3
15333,1,1
89062,4,15
82539,1,12
29465,4,4
51074,4,4
38041,4,4
73544,4,9
84800,4,13
60603,4,6
64795,4,8
59125,4,6
102875,1,22
46174,4,4
53620,4,4
94505,4,19
114752,4,26
17462,4,2
111449,4,25
78345,4,11
19248,4,2
55312,4,5
46739,4,4
95810,4,20
51970,4,4
119383,4,27
85727,4,13
71859,4,9
121163,4,28
46848,4,4
76129,4,10
9123,1,1
79428,4,11
83646,4,12
55108,4,5
94079,4,18
102278,4,22
110783,4,25
48403,4,4
374,4,0
71869,1,9
91183,4,16
110835,4,25
61307,4,7
31375,4,4
119247,4,27
66637,1,8
51968,4,4
14850,1,1
35655,4,4
37556,4,4
58975,4,6
78436,25,11
23257,4,4
43363,4,4
47942,4,4
105405,4,23
67091,4,8
123280,4,29
61898,4,7
58881,4,6
105103,4,23
50756,4,4
86371,4,13
82219,4,12
62109,4,7
113709,1,25
114760,4,26
89684,1,15
79447,4,11
19862,4,3
57306,5,5
101701,1,22
109140,4,25
51139,4,4
33404,4,4
98152,1,20
49653,4,4
62871,4,7
120132,4,28
102123,1,22
45869,4,4
40114,4,4
81028,4,11
43980,4,4
115495,4,26
46317,4,4
65301,4,8
38335,4,4
69166,4,9
62752,4,7
95101,4,19
34472,4,4
14451,1,1
93295,4,17
72656,4,9
30159,4,4
27830,4,4
92458,4,17
52241,4,4
36082,4,4
41959,4,4
37633,4,4
116124,4,26
63140,4,7
58119,4,6
21305,4,3
100601,4,21
108765,4,25
84182,1,12
25224,4,4
13255,1,1
95794,1,20
15383,4,1
106056,1,24
63915,4,7
83564,25,12
2221,4,0
116983,4,26
122638,4,29
122925,4,29
72474,4,9
14272,1,1
6160,4,1
65974,4,8
7597,1,1
66300,4,8
86334,4,13
122217,1,29
43181,4,4
68290,4,8
107530,1,24
6880,25,1
119946,4,28
95505,4,20
41235,4,4
8232,1,1
32670,4,4
112072,4,25
9768,4,1
94720,4,19
33173,4,4
25448,4,4
79726,4,11
36217,4,4
42866,4,4
98086,4,20
895,4,0
61112,4,6
44750,4,4
57322,25,5
66093,1,8
39112,4,4
66490,1,8
68598,4,8
80012,4,11
78840,4,11
31534,4,4
113976,25,25
85848,4,13
34289,4,4
67382,4,8
112509,25,25
83068,4,12
96019,1,20
19893,4,3
51477,4,4
119062,1,27
5082,4,1
64829,4,8
47725,4,4
9246,1,1
22976,4,4
111554,4,25
33494,4,4
124521,4,30
87855,4,14
112050,4,25
17247,4,2
82952,4,12
73226,9,9
20940,4,3
71074,9,9
17660,4,2
6529,1,1
116371,4,26
122357,4,29
57279,4,5
73776,4,10
109179,4,25
124621,1,30
95296,4,19
3992,4,1
72554,9,9
32723,4,4
115642,4,26
116779,4,26
5390,4,1
4422,4,1
27245,4,4
11966,1,1
98298,1,20
30955,4,4
85465,4,13
47849,4,4
73922,10,10
116645,4,26
75760,4,10
69593,4,9
32283,4,4
64911,1,8
43040,4,4
43849,4,4
20706,4,3
91658,4,16
35029,4,4
15073,1,1
36582,4,4
34907,4,4
32591,4,4
45605,4,4
17432,4,2
55320,4,5
5116,1,1
18380,4,2
23419,4,4
64903,1,8
9490,4,1
18093,4,2
55964,1,5
45526,4,4
3751,1,1
49493,4,4
78176,4,11
16436,1,1
67443,1,8
119957,4,28
68380,4,8
5413,1,1
120667,4,28
5051,1,1
88936,1,15
77165,4,10
18963,4,2
110035,25,25
24638,4,4
115442,4,26
53360,4,4
90291,4,15
14829,1,1
95008,4,19
63805,4,7
60931,1,6
57382,4,6
94605,4,19
71505,1,9
25922,4,4
15774,1,1
109571,1,25
59289,20,6
111714,4,25
5863,1,1
9454,4,1
118944,1,27
14703,1,1
45323,4,4
103217,4,23
84423,4,13
87431,4,14
2460,4,0
38270,4,4
93818,4,18
63753,4,7
95553,1,20
80275,4,11
97089,4,20
63538,4,7
14886,1,1
111259,4,25
4764,4,1
111628,4,25
75218,4,10
74655,4,10
31860,4,4
50375,4,4
22105,4,4
37981,4,4
29388,4,4
59731,4,6
90152,4,15
35459,4,4
119700,4,28
113092,25,25
44361,4,4
92476,1,17
109185,4,25
29764,4,4
79456,11,11
54790,4,5
31613,4,4
88607,4,15
16666,1,1
13448,4,1
37312,4,4
45956,4,4
48431,4,4
112720,25,25
7019,1,1
46875,4,4
123470,4,29
54027,4,4
73550,4,9
56346,1,5
34734,4,4
51087,4,4
8311,1,1
46158,4,4
71704,4,9
22361,4,4
102019,1,22
68364,1,8
113928,25,25
57775,1,6
52340,4,4
68908,1,9
108037,4,25
107891,4,25
75308,4,10
33457,4,4
91826,4,16
83206,4,12
101632,1,22
82601,4,12
78765,4,11
68445,1,8
41598,4,4
16152,1,1
37187,4,4
17658,4,2
10867,4,1
29020,4,4
6618,1,1
70713,4,9
59565,1,6
51380,4,4
48994,4,4
51780,4,4
122620,4,29
119377,4,27
30297,4,4
9724,1,1
107747,4,25
31897,4,4
10105,1,1
31303,4,4
116004,4,26
108136,25,25
62846,4,7
119489,1,27
104032,4,23
89971,4,15
45176,4,4
18983,4,2
28704,4,4
119666,4,28
24289,4,4
117149,4,26
57395,4,6
108695,25,25
100793,1,22
20883,4,3
40621,4,4
23377,4,4
33151,4,4
26771,4,4
95685,4,20
54826,1,5
84472,4,13
100042,4,21
59087,1,6
73300,9,9
69691,4,9
56383,1,5
70381,1,9
104753,4,23
120513,4,28
112939,4,25
24507,4,4
1102,4,0
27173,4,4
68215,4,8
23933,4,4
21147,4,3
30116,4,4
57083,1,5
19858,26,3
86636,4,13
47400,4,4
19949,4,3
80924,4,11
96764,4,20
15828,1,1
61238,4,7
120933,4,28
115692,4,26
53099,4,4
5674,1,1
63135,4,7
77720,4,10
66201,4,8
34570,4,4
38254,4,4
71126,4,9
94482,4,19
21936,4,4
33882,4,4
100591,4,21
121311,4,28
86056,4,13
87949,4,14
118261,1,27
119674,4,28
9903,4,1
115603,4,26
71846,9,9
35440,4,4
69465,1,9
28465,4,4
39415,4,4
35841,4,4
80315,4,11
10995,1,1
80092,4,11
103241,4,23
100100,1,21
41026,4,4
46175,4,4
114379,4,25
70852,4,9
93829,4,18
56880,4,5
55188,1,5
11500,1,1
25722,4,4
116335,4,26
23110,4,4
112676,25,25
120290,4,28
32080,4,4
42005,4,4
114222,4,25
37494,4,4
118574,1,27
97854,4,20
14286,1,1
101066,4,22
14429,1,1
75155,4,10
58539,4,6
65134,4,8
105683,1,24
102709,4,22
29348,4,4
80594,4,11
41846,4,4
48208,1,4
6133,1,1
106862,24,24
86240,4,13
19278,4,2
5660,4,1
110934,25,25
90373,4,15
95322,4,19
103402,4,23
66932,1,8
35549,4,4
53010,4,4
27383,4,4
104066,4,23
71445,4,9
54540,4,4
116978,4,26
110848,4,25
82933,4,12
94640,4,19
105220,4,23
69692,4,9
2575,4,0
9743,1,1
84483,4,13
91344,4,16
24316,4,4
52605,4,4
49080,4,4
73215,4,9
71960,4,9
79863,4,11
86075,4,13
71271,4,9
73856,1,10
54238,4,4
110924,25,25
3563,4,1
41216,4,4
33998,4,4
112536,4,25
78839,4,11
29592,4,4
118056,4,26
85057,1,13
109389,4,25
4723,1,1
4728,4,1
64467,4,7
93849,4,18
115887,4,26
72028,4,9
116594,4,26
84051,4,12
101130,1,22
90693,25,15
40637,4,4
82712,4,12
124925,4,30
87677,4,14
38457,4,4
18722,4,2
27329,4,4
68539,4,8
7635,1,1
78208,4,11
6874,1,1
25015,4,4
122079,4,29
43949,4,4
77361,10,10
109507,4,25
1255,4,0
88874,4,15
110419,4,25
59993,4,6
77339,10,10
76437,4,10
56546,4,5
121300,4,28
119890,4,28
84024,4,12
96164,4,20
22091,4,4
29450,4,4
122086,4,29
119873,4,28
77145,4,10
94571,4,19
52416,4,4
71866,4,9
82844,1,12
51274,4,4
71001,4,9
16352,1,1
97866,4,20
96880,4,20
78704,4,11
37552,4,4
92758,1,17
118761,4,27
68697,4,9
92097,4,16
30990,4,4
73390,1,9
73624,4,9
36506,4,4
31814,4,4
50130,4,4
36355,4,4
31693,4,4
18261,4,2
84885,4,13
103519,4,23
64753,4,8
40605,4,4
50668,4,4
2419,4,0
9117,4,1
96884,1,20
55456,4,5
24811,4,4
22465,4,4
80654,4,11
78611,4,11
18225,4,2
26797,4,4
36488,4,4
70629,4,9
29233,4,4
51500,4,4
32247,4,4
5006,1,1
102724,4,22
43338,4,4
100159,1,21
51600,4,4
82947,4,12
49758,4,4
15547,1,1
52776,4,4
37132,4,4
7184,1,1
69506,4,9
94891,4,19
96110,4,20
96521,4,20
2868,4,0
21975,4,4
118725,4,27
60830,1,6
11704,4,1
63964,4,7
105527,4,23
98727,4,20
78127,4,11
119919,4,28
18044,4,2
8993,1,1
70860,4,9
79746,4,11
38930,4,4
72268,4,9
58918,1,6
87567,4,14
78958,4,11
6221,1,1
39282,4,4
15231,1,1
76646,4,10
43127,4,4
95733,1,20
112432,4,25
74394,10,10
98763,4,20
41739,4,4
53246,4,4
12117,1,1
88877,4,15
27844,4,4
99721,4,21
36639,4,4
4780,1,1
63037,4,7
43843,4,4
61818,4,7
45779,4,4
30408,4,4
10229,1,1
39682,4,4
23304,4,4
63568,4,7
47384,4,4
80588,1,11
87259,1,14
72444,4,9
104273,4,23
107607,4,24
12422,1,1
114055,1,25
45017,4,4
82381,4,12
6518,1,1
40740,4,4
12186,4,1
116550,4,26
79978,4,11
66258,1,8
114432,4,25
114497,4,26
36725,4,4
27788,4,4
5929,1,1
74525,10,10
79640,4,11
112739,4,25
45858,4,4
101019,4,22
102569,4,22
113718,1,25
106772,24,24
111787,4,25
26108,4,4
74642,4,10
33468,4,4
76655,1,10
47497,4,4
120542,4,28
111251,4,25
61970,4,7
100766,1,21
24032,4,4
54756,4,5
110724,4,25
35951,4,4
23329,4,4
26792,4,4
90810,4,15
68944,1,9
110279,4,25
63592,4,7
17311,4,2
33563,4,4
32271,4,4
49929,4,4
37147,4,4
43655,4,4
51034,4,4
5796,4,1
957,4,0
49283,4,4
60272,1,6
6481,1,1
2301,4,0
103904,4,23
79074,4,11
114891,4,26
1454,4,0
1977,4,0
56175,4,5
124572,9,30
76422,4,10
34461,4,4
115766,4,26
116490,26,26
58955,1,6
62121,4,7
106806,1,24
18740,4,2
49005,4,4
111989,4,25
33317,4,4
105695,1,24
25916,4,4
42624,4,4
113751,4,25
27679,4,4
112223,4,25
62532,4,7
70502,4,9
86734,4,13
119677,4,28
108245,1,25
21461,4,3
113738,4,25
65663,4,8
124099,1,30
28951,4,4
71781,4,9
96849,4,20
39760,4,4
37304,4,4
93303,4,17
255,4,0
13643,4,1
77337,4,10
108448,4,25
59736,4,6
40945,4,4
86426,4,13
103658,4,23
5733,1,1
111617,4,25
75631,4,10
36001,4,4
76192,1,10
17300,26,2
5783,1,1
38288,4,4
10402,1,1
74503,4,10
110901,25,25
74669,10,10
88065,1,14
35971,4,4
1953,4,0
59654,1,6
86902,1,13
12523,1,1
43709,4,4
50840,4,4
12853,1,1
1474,4,0
114077,4,25
67461,4,8
104389,4,23
109009,4,25
82464,4,12
102139,4,22
95240,4,19
59028,1,6
65541,4,8
62250,4,7
8081,1,1
63586,4,7
32985,4,4
17825,4,2
30081,4,4
15857,1,1
72678,4,9
9121,1,1
60090,4,6
47210,4,4
86053,4,13
27315,4,4
110488,4,25
124418,4,30
96970,4,20
97497,1,20
86451,4,13
70979,4,9
115734,4,26
70357,1,9
119286,4,27
14887,1,1
58421,1,6
90471,4,15
105336,4,23
74482,4,10
81724,4,11
76130,4,10
26847,4,4
63922,4,7
95455,4,19
17332,4,2
56384,4,5
9849,1,1
35344,4,4
61086,4,6
56218,4,5
30621,4,4
68978,1,9
73169,4,9
36233,4,4
124849,4,30
25215,4,4
114774,4,26
6006,1,1
98742,1,20
91968,4,16
49102,4,4
37413,4,4
41638,4,4
32907,4,4
94263,4,18
107312,1,24
10998,1,1
110551,25,25
52976,4,4
50632,4,4
22342,4,4
34152,4,4
32165,4,4
29304,4,4
19811,4,3
12205,1,1
100272,4,21
95604,1,20
34521,4,4
111891,25,25
70075,4,9
109000,4,25
124412,1,30
106895,4,24
65785,1,8
43697,4,4
56686,4,5
70716,4,9
56382,4,5
34427,4,4
64686,4,8
40141,4,4
23484,4,4
9065,1,1
28862,4,4
35623,4,4
49392,4,4
105170,4,23
11746,1,1
104598,4,23
119409,1,27
22580,4,4
21618,4,3
124652,4,30
83996,1,12
34631,4,4
57705,25,6
70456,4,9
42520,4,4
93039,1,17
99839,4,21
14870,1,1
35209,4,4
119788,4,28
66047,1,8
12346,1,1
111874,4,25
28840,4,4
21293,4,3
113886,4,25
8345,1,1
84874,4,13
43813,4,4
51903,4,4
37672,4,4
15468,1,1
120624,4,28
97174,4,20
27289,4,4
2618,4,0
82261,4,12
79523,4,11
3781,1,1
85115,4,13
57550,4,6
106945,1,24
24472,4,4
118528,4,27
106212,4,24
104194,4,23
61849,4,7
23425,4,4
26178,4,4
124518,4,30
79580,4,11
84436,4,13
61665,4,7
6686,1,1
48875,4,4
17338,4,2
41349,4,4
108911,4,25
34546,4,4
24,4,0
37723,4,4
124006,1,30
81362,4,11
95434,4,19
89822,4,15
2105,4,0
118319,4,27
95967,20,20
79597,4,11
107262,4,24
51176,4,4
12476,1,1
3627,1,1
7855,1,1
106452,24,24
31889,4,4
118114,4,27
56734,0,5
104493,4,23
116167,4,26
85250,4,13
16957,1,1
104003,4,23
73214,4,9
70689,4,9
18416,4,2
83734,1,12
30968,4,4
110102,4,25
112553,4,25
44633,4,4
799,4,0
7649,4,1
40301,4,4
45999,4,4
119782,4,28
1412,4,0
84345,4,13
64769,4,8
105341,4,23
102290,1,22
2199,4,0
104735,4,23
59514,1,6
113954,4,25
83970,4,12
32380,4,4
122467,25,29
50582,4,4
59698,1,6
36573,4,4
103078,4,23
104711,4,23
71015,4,9
83318,25,12
62897,4,7
42353,4,4
25478,4,4
110715,1,25
120137,4,28
91552,4,16
12846,1,1
114008,4,25
67544,1,8
83527,4,12
114224,4,25
78768,4,11
117940,4,26
79778,4,11
119733,4,28
72949,4,9
90287,4,15
50835,4,4
41312,4,4
51810,4,4
27591,4,4
73819,10,10
115185,4,26
55332,1,5
39855,4,4
88288,4,15
43341,4,4
28783,4,4
52616,4,4
38230,4,4
51789,4,4
69359,4,9
7373,4,1
93022,4,17
123696,1,30
13507,1,1
94518,4,19
42260,4,4
38383,4,4
73489,4,9
89411,4,15
29360,4,4
43892,4,4
51059,4,4
111703,4,25
55008,4,5
63591,4,7
85388,4,13
60600,4,6
98525,4,20
73363,4,9
78564,4,11
61663,4,7
90751,4,15
81568,4,11
56363,4,5
10171,1,1
6054,1,1
97335,4,20
88368,4,15
17426,4,2
122184,4,29
29693,4,4
68859,4,9
5798,1,1
111088,4,25
20870,4,3
67457,1,8
57988,4,6
63689,1,7
1252,4,0
34769,4,4
19584,4,3
77558,4,10
19537,4,3
21782,4,3
65452,1,8
83020,4,12
102898,4,22
68523,1,8
57776,1,6
2066,4,0
56120,4,5
111720,4,25
5048,1,1
8977,1,1
97808,4,20
66003,4,8
8735,1,1
22212,4,4
38281,4,4
119152,4,27
22987,4,4
85788,4,13
81073,4,11
114486,4,26
113141,4,25
71836,9,9
94909,4,19
97903,4,20
58625,4,6
51593,4,4
60977,4,6
77203,4,10
85088,4,13
18384,4,2
29948,4,4
91079,4,16
4332,1,1
77226,1,10
116690,4,26
9188,4,1
75196,4,10
22101,4,4
48348,4,4
54295,4,4
113219,4,25
45807,4,4
78148,4,11
15782,1,1
48765,4,4
45683,4,4
78578,11,11
49507,4,4
100529,1,21
9028,1,1
94813,4,19
97584,4,20
70300,1,9
26356,4,4
27620,4,4
115451,4,26
30235,4,4
72488,4,9
609,4,0
97194,4,20
85599,4,13
28003,4,4
16988,4,1
83875,4,12
105024,4,23
96195,1,20
43620,4,4
91548,4,16
68803,4,9
103838,4,23
5574,4,1
86249,4,13
103010,1,22
33131,4,4
33153,4,4
100,4,0
28689,4,4
14316,1,1
76509,4,10
111852,4,25
60899,4,6
92654,4,17
19861,4,3
58574,1,6
6583,4,1
31614,4,4
122675,4,29
124803,4,30
38646,4,4
15277,1,1
38815,4,4
7276,1,1
45411,4,4
72325,1,9
11956,4,1
98129,4,20
47833,4,4
88918,4,15
33134,4,4
31533,4,4
76801,10,10
70917,4,9
24610,4,4
104752,4,23
104756,4,23
74890,4,10
2988,1,1
109502,4,25
88583,4,15
39915,4,4
106652,4,24
49737,4,4
80292,4,11
1491,4,0
92870,4,17
50160,4,4
119647,4,28
103200,4,23
69473,4,9
39475,4,4
94136,4,18
116789,4,26
91727,25,16
22214,4,4
122134,4,29
33662,4,4
50969,4,4
53535,4,4
21660,4,3
66737,10,8
23583,4,4
123847,4,30
66499,4,8
110811,4,25
60829,4,6
66676,4,8
117294,4,26
91881,1,16
19014,4,2
84540,4,13
2260,4,0
12683,4,1
9345,4,1
5462,1,1
82028,4,11
55311,4,5
102158,4,22
41033,4,4
72472,1,9
21066,1,3
80517,4,11
118796,4,27
18753,4,2
39975,4,4
14375,4,1
113027,4,25
87859,4,14
38045,4,4
71395,4,9
102293,4,22
77245,4,10
104458,4,23
106246,1,24
27702,4,4
61101,1,6
119032,1,27
16442,1,1
2207,1,0
121352,4,28
73003,4,9
74583,1,10
44053,4,4
24517,4,4
105390,4,23
82185,4,12
104557,4,23
108202,4,25
47959,4,4
2205,4,0
118333,4,27
76874,10,10
106034,4,24
42698,4,4
11594,1,1
29889,4,4
19780,1,3
18635,1,2
124049,1,30
82932,1,12
119478,4,27
116273,4,26
68767,1,9
65176,1,8
14486,4,1
86318,4,13
57431,4,6
13107,1,1
68157,4,8
53286,4,4
50138,4,4
117711,4,26
93564,4,18
111456,4,25
87822,4,14
111538,4,25
53499,4,4
41301,4,4
92954,4,17
32213,4,4
86581,4,13
22017,4,4
105266,4,23
97234,4,20
73844,10,10
53262,4,4
74659,4,10
80199,4,11
119502,4,28
70625,1,9
7337,4,1
65299,8,8
79877,4,11
123976,1,30
58286,1,6
95312,4,19
77368,4,10
43398,4,4
65412,4,8
79598,11,11
90560,4,15
41404,4,4
37969,4,4
76156,1,10
19602,4,3
3108,1,1
31255,4,4
30004,4,4
79807,4,11
45576,4,4
88249,1,14
121256,4,28
43490,4,4
94555,4,19
49472,4,4
21054,4,3
79759,4,11
99440,1,21
121426,4,28
82661,4,12
71600,1,9
19094,4,2
20210,4,3
95781,1,20
108807,4,25
68958,1,9
95701,7,20
39991,4,4
62048,1,7
21283,4,3
56370,4,5
5469,1,1
28558,4,4
76905,4,10
106635,1,24
6072,1,1
76519,4,10
36018,4,4
55626,1,5
78549,4,11
109181,4,25
12958,1,1
33581,4,4
114837,4,26
77224,4,10
31903,4,4
11930,1,1
20899,4,3
55820,1,5
36277,4,4
97911,4,20
87741,4,14
116023,4,26
123082,4,29
112011,4,25
115046,4,26
50778,4,4
62479,4,7
116033,4,26
65690,4,8
59701,4,6
59982,4,6
114923,4,26
108162,25,25
68597,1,8
13348,1,1
107947,1,25
59440,4,6
49568,4,4
77471,4,10
114451,1,26
123839,4,30
113538,4,25
8865,1,1
75193,4,10
48624,4,4
87723,4,14
84054,1,12
119684,4,28
40398,4,4
107737,4,24
9264,4,1
73667,4,10
63832,4,7
65473,1,8
19344,4,3
100039,4,21
63551,4,7
48217,4,4
57655,4,6
11113,4,1
36866,4,4
82686,4,12
36245,4,4
50093,4,4
24357,4,4
43750,4,4
3190,4,1
34731,4,4
72789,4,9
34058,4,4
57155,4,5
78059,4,11
36798,4,4
20623,4,3
65475,4,8
18361,4,2
50856,4,4
13302,1,1
36919,4,4
23703,4,4
69325,1,9
25804,4,4
30790,4,4
21570,4,3
35644,4,4
42687,4,4
57221,25,5
48602,4,4
51788,4,4
16219,4,1
87040,4,14
100824,1,22
22579,4,4
102438,4,22
112873,25,25
22133,4,4
66138,4,8
48331,4,4
19377,4,3
15422,1,1
3050,1,1
102411,1,22
104702,1,23
18098,4,2
59988,4,6
124910,4,30
72493,4,9
119233,1,27
112146,4,25
14729,1,1
21689,4,3
103142,4,23
70371,1,9
121132,4,28
33688,4,4
34906,4,4
25552,4,4
13195,1,1
14410,1,1
47612,4,4
101387,4,22
104949,4,23
35542,4,4
88209,4,14
116424,4,26
90532,4,15
82582,4,12
37310,4,4
25087,4,4
12560,1,1
32297,4,4
98617,4,20
115487,4,26
52486,4,4
51782,4,4
1171,4,0
96647,4,20
94707,4,19
46951,4,4
113892,25,25
47666,4,4
2974,1,1
116452,4,26
54204,4,4
18728,4,2
96320,1,20
111665,4,25
101930,1,22
44161,4,4
33030,4,4
21751,4,3
74345,4,10
109115,25,25
85546,4,13
51934,4,4
45353,4,4
123611,1,30
43491,4,4
16748,1,1
52310,4,4
81730,4,11
62043,4,7
74270,4,10
107080,4,24
97184,1,20
2709,4,0
455,4,0
59380,4,6
72445,4,9
44593,4,4
114246,25,25
15652,1,1
49094,4,4
67128,4,8
122924,25,29
40535,4,4
95986,4,20
52280,4,4
68529,1,8
105767,4,24
16821,1,1
9343,1,1
21914,4,3
16733,4,1
17221,4,2
31507,4,4
58584,4,6
66041,1,8
29232,4,4
104900,4,23
65191,1,8
106017,1,24
86707,4,13
116497,4,26
8244,1,1
65371,4,8
14241,1,1
13219,1,1
18960,4,2
88482,4,15
35340,4,4
38318,4,4
59282,4,6
88178,4,14
25227,4,4
78926,4,11
105937,4,24
72860,1,9
11539,1,1
17072,1,1
26266,4,4
15014,1,1
77622,10,10
19939,4,3
83031,4,12
2809,4,0
18578,4,2
112106,4,25
33593,4,4
66608,1,8
93768,4,18
34588,4,4
34407,4,4
40203,4,4
14422,4,1
34422,4,4
103196,4,23
30221,4,4
34212,4,4
76243,4,10
49622,4,4
53593,4,4
41594,4,4
103127,4,23
120247,4,28
100395,1,21
62182,4,7
76811,10,10
99480,4,21
25578,4,4
34221,4,4
49495,4,4
32187,4,4
109236,4,25
72638,4,9
81988,4,11
22525,4,4
90746,4,15
17875,4,2
76359,4,10
121902,26,28
79888,4,11
102997,4,22
72211,4,9
8299,4,1
55838,1,5
70749,4,9
5593,1,1
65322,4,8
65585,1,8
114500,4,26
56060,1,5
115303,4,26
48024,4,4
87601,4,14
50899,4,4
74177,4,10
68099,4,8
70767,4,9
77924,4,11
33893,4,4
41480,4,4
40982,4,4
6614,4,1
22802,4,4
68875,9,9
65333,1,8
9651,4,1
43072,4,4
16355,1,1
37603,4,4
47485,4,4
61563,7,7
114371,1,25
80326,4,11
4866,1,1
24713,4,4
62369,4,7
38469,4,4
44517,4,4
17864,4,2
40433,4,4
96467,1,20
46380,4,4
64859,4,8
29758,4,4
124643,1,30
101662,1,22
124388,9,30
119905,4,28
39232,4,4
100622,4,21
124690,1,30
81385,4,11
17705,4,2
100710,1,21
80441,4,11
124744,1,30
40940,4,4
30921,4,4
54317,4,4
60957,4,6
25737,4,4
95898,1,20
23118,4,4
99806,1,21
99796,4,21
43646,4,4
81771,4,11
117842,4,26
72285,4,9
24056,4,4
58529,1,6
58015,1,6
13211,1,1
80272,4,11
21492,4,3
13263,1,1
122631,4,29
34004,4,4
44861,4,4
74769,1,10
81462,4,11
48450,4,4
41577,4,4
73416,4,9
88402,4,15
78236,4,11
100994,4,22
71162,4,9
48000,4,4
27435,4,4
82799,4,12
105426,4,23
122633,4,29
59330,4,6
45702,4,4
83779,4,12
121603,4,28
81598,4,11
1535,4,0
63533,4,7
120625,4,28
15559,1,1
44977,4,4
18702,4,2
18551,4,2
13948,4,1
20423,4,3
2898,1,1
64969,4,8
105158,4,23
112343,25,25
47773,4,4
118631,4,27
48125,4,4
83315,4,12
122393,1,29
51962,4,4
123196,1,29
44699,4,4
82845,4,12
68420,4,8
35380,4,4
64715,1,8
63397,1,7
71493,4,9
115830,4,26
34379,4,4
14797,1,1
90627,4,15
75930,10,10
8719,4,1
13932,4,1
89639,4,15
97609,4,20
5993,4,1
94570,4,19
27384,4,4
25995,4,4
72177,4,9
85979,4,13
7138,1,1
97736,20,20
3803,1,1
2116,4,0
31997,4,4
6604,1,1
27062,4,4
14395,1,1
54478,4,4
14675,1,1
327,1,0
106253,1,24
15977,1,1
43494,4,4
32050,4,4
81400,4,11
25464,4,4
94950,4,19
68219,1,8
2423,4,0
39134,4,4
38088,4,4
59245,1,6
113713,4,25
75292,1,10
25297,4,4
1698,4,0
82928,1,12
107420,4,24
85078,4,13
25555,4,4
16809,1,1
48134,4,4
69408,4,9
91629,4,16
24561,4,4
119470,1,27
4358,1,1
86537,4,13
53607,4,4
99843,1,21
64251,1,7
42354,4,4
121601,4,28
76498,10,10
36470,4,4
62762,4,7
38870,4,4
59882,1,6
78315,4,11
6050,1,1
10440,4,1
3771,1,1
86803,4,13
117930,4,26
23270,4,4
115153,4,26
25994,4,4
11067,1,1
106629,1,24
62333,4,7
13282,4,1
93649,4,18
113104,4,25
19049,4,2
70392,1,9
77120,4,10
101688,1,22
121876,4,28
13623,1,1
45189,4,4
35363,4,4
101287,4,22
81951,4,11
12794,1,1
46302,4,4
26759,4,4
82027,4,11
31936,4,4
32381,4,4
50779,4,4
31633,4,4
79042,4,11
11844,1,1
800,4,0
44505,4,4
71782,1,9
107843,4,25
101128,4,22
114864,4,26
56899,4,5
7554,1,1
21019,4,3
36106,4,4
2608,4,0
84945,4,13
78189,4,11
51370,4,4
54616,4,4
13503,1,1
98919,4,20
51508,4,4
105186,4,23
23946,4,4
81401,4,11
107313,4,24
76330,10,10
10821,1,1
84342,4,13
69668,4,9
16372,1,1
112,4,0
44798,4,4
5846,1,1
50866,4,4
61131,1,6
114954,4,26
42267,4,4
47738,4,4
67757,4,8
121217,4,28
99313,4,20
82630,1,12
78328,4,11
37747,4,4
32624,4,4
70540,9,9
72767,4,9
14552,1,1
2138,4,0
50758,4,4
71347,25,9
4500,1,1
12470,1,1
67406,1,8
111534,4,25
22471,4,4
17656,4,2
34095,4,4
118011,4,26
71977,4,9
61776,25,7
37075,4,4
100428,1,21
1053,4,0
55599,4,5
3130,1,1
77525,1,10
81752,4,11
50541,4,4
29051,4,4
3483,1,1
85771,4,13
46822,4,4
31854,4,4
60428,4,6
76001,4,10
40406,4,4
68056,4,8
57897,4,6
109050,4,25
45781,4,4
2865,4,0
32734,4,4
93554,4,18
31193,4,4
54110,4,4
46967,4,4
113200,4,25
27535,4,4
33532,4,4
19809,4,3
106111,4,24
60400,1,6
78518,4,11
8380,1,1
113133,4,25
58032,4,6
92177,4,16
26400,4,4
118609,4,27
57190,4,5
92812,4,17
99720,1,21
53546,4,4
8429,1,1
106971,20,24
116744,4,26
64711,4,8
102214,1,22
48271,4,4
114991,4,26
63885,1,7
1099,4,0
57482,4,6
118581,4,27
6563,1,1
47239,4,4
42702,4,4
124506,1,30
47684,4,4
87138,4,14
74383,4,10
4264,1,1
111890,4,25
121329,4,28
103963,4,23
46405,4,4
5585,1,1
82689,1,12
42869,4,4
